"GEO_ID","NAME","B01001D_001E","B01001D_001M","B01001D_002E","B01001D_002M","B01001D_003E","B01001D_003M","B01001D_004E","B01001D_004M","B01001D_005E","B01001D_005M","B01001D_006E","B01001D_006M","B01001D_007E","B01001D_007M","B01001D_008E","B01001D_008M","B01001D_009E","B01001D_009M","B01001D_010E","B01001D_010M","B01001D_011E","B01001D_011M","B01001D_012E","B01001D_012M","B01001D_013E","B01001D_013M","B01001D_014E","B01001D_014M","B01001D_015E","B01001D_015M","B01001D_016E","B01001D_016M","B01001D_017E","B01001D_017M","B01001D_018E","B01001D_018M","B01001D_019E","B01001D_019M","B01001D_020E","B01001D_020M","B01001D_021E","B01001D_021M","B01001D_022E","B01001D_022M","B01001D_023E","B01001D_023M","B01001D_024E","B01001D_024M","B01001D_025E","B01001D_025M","B01001D_026E","B01001D_026M","B01001D_027E","B01001D_027M","B01001D_028E","B01001D_028M","B01001D_029E","B01001D_029M","B01001D_030E","B01001D_030M","B01001D_031E","B01001D_031M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 5 years","Margin of Error!!Total!!Male!!Under 5 years","Estimate!!Total!!Male!!5 to 9 years","Margin of Error!!Total!!Male!!5 to 9 years","Estimate!!Total!!Male!!10 to 14 years","Margin of Error!!Total!!Male!!10 to 14 years","Estimate!!Total!!Male!!15 to 17 years","Margin of Error!!Total!!Male!!15 to 17 years","Estimate!!Total!!Male!!18 and 19 years","Margin of Error!!Total!!Male!!18 and 19 years","Estimate!!Total!!Male!!20 to 24 years","Margin of Error!!Total!!Male!!20 to 24 years","Estimate!!Total!!Male!!25 to 29 years","Margin of Error!!Total!!Male!!25 to 29 years","Estimate!!Total!!Male!!30 to 34 years","Margin of Error!!Total!!Male!!30 to 34 years","Estimate!!Total!!Male!!35 to 44 years","Margin of Error!!Total!!Male!!35 to 44 years","Estimate!!Total!!Male!!45 to 54 years","Margin of Error!!Total!!Male!!45 to 54 years","Estimate!!Total!!Male!!55 to 64 years","Margin of Error!!Total!!Male!!55 to 64 years","Estimate!!Total!!Male!!65 to 74 years","Margin of Error!!Total!!Male!!65 to 74 years","Estimate!!Total!!Male!!75 to 84 years","Margin of Error!!Total!!Male!!75 to 84 years","Estimate!!Total!!Male!!85 years and over","Margin of Error!!Total!!Male!!85 years and over","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 5 years","Margin of Error!!Total!!Female!!Under 5 years","Estimate!!Total!!Female!!5 to 9 years","Margin of Error!!Total!!Female!!5 to 9 years","Estimate!!Total!!Female!!10 to 14 years","Margin of Error!!Total!!Female!!10 to 14 years","Estimate!!Total!!Female!!15 to 17 years","Margin of Error!!Total!!Female!!15 to 17 years","Estimate!!Total!!Female!!18 and 19 years","Margin of Error!!Total!!Female!!18 and 19 years","Estimate!!Total!!Female!!20 to 24 years","Margin of Error!!Total!!Female!!20 to 24 years","Estimate!!Total!!Female!!25 to 29 years","Margin of Error!!Total!!Female!!25 to 29 years","Estimate!!Total!!Female!!30 to 34 years","Margin of Error!!Total!!Female!!30 to 34 years","Estimate!!Total!!Female!!35 to 44 years","Margin of Error!!Total!!Female!!35 to 44 years","Estimate!!Total!!Female!!45 to 54 years","Margin of Error!!Total!!Female!!45 to 54 years","Estimate!!Total!!Female!!55 to 64 years","Margin of Error!!Total!!Female!!55 to 64 years","Estimate!!Total!!Female!!65 to 74 years","Margin of Error!!Total!!Female!!65 to 74 years","Estimate!!Total!!Female!!75 to 84 years","Margin of Error!!Total!!Female!!75 to 84 years","Estimate!!Total!!Female!!85 years and over","Margin of Error!!Total!!Female!!85 years and over",
"0100000US","United States","17574550","20968","8343752","13146","477421","3465","501381","3460","500771","4215","300083","1995","227604","2105","636781","3515","732387","2975","724890","2768","1322955","3183","1126837","2461","885043","2000","562409","1778","265585","2123","79605","1658","9230798","10420","451449","3161","485946","4120","495510","3956","296733","1923","226026","2121","612721","3082","761018","3110","801123","2461","1525755","3352","1298184","2952","1075299","2315","710701","1893","346007","2346","144326","2083",
"0400000US01","Alabama","64609","1251","29999","836","1680","231","2075","290","2066","308","1255","211","874","178","2442","283","2631","201","2414","237","5370","383","4446","267","2562","241","1514","184","545","164","125","73","34610","742","1998","225","2290","318","2345","304","1130","194","1006","188","2082","279","2589","254","2824","301","6343","372","4918","321","3634","202","2222","265","1045","189","184","72",
"0400000US02","Alaska","46556","1030","22073","643","1336","174","1854","282","1779","320","1136","146","734","103","2030","224","1891","225","1447","132","2640","209","2851","243","2584","162","1328","102","382","75","81","41","24483","609","1149","177","1236","247","1396","251","1056","146","607","86","1725","169","2191","155","1868","173","3661","183","3645","203","3224","177","1561","119","848","126","316","113",
"0400000US04","Arizona","228887","2442","106980","1527","6062","311","5998","512","6692","489","3672","300","3251","283","9958","448","10199","414","9621","367","18271","498","13932","338","9671","259","6006","209","2660","211","987","205","121907","1470","5587","340","6497","463","6843","474","3722","270","3232","290","8871","371","9762","387","10659","332","21107","381","17224","361","13493","308","9561","188","4025","217","1324","201",
"0400000US05","Arkansas","43988","1091","20805","713","1340","262","1417","244","1452","302","829","171","571","161","2203","245","2189","192","1884","272","3425","224","2273","197","1902","176","913","138","395","122","12","13","23183","654","1260","201","1203","220","1630","286","856","140","726","204","1793","345","2227","319","2215","235","4023","289","2952","196","2266","171","1505","235","400","123","127","69",
"0400000US06","California","5604339","8962","2654492","5503","141941","1606","145557","1802","149498","1810","92074","1016","66210","1000","184640","1210","228182","1312","216575","1123","396253","1266","369441","1238","315313","997","206721","698","105802","1196","36285","993","2949847","4938","132777","1298","137247","1968","141716","2159","85742","827","63935","799","175238","1378","230409","1326","237079","1330","462064","1304","430463","1310","387287","1086","260966","795","139217","1625","65707","1499",
"0400000US08","Colorado","172695","1886","78195","1112","4519","309","5260","401","5046","439","2889","254","2176","234","6667","314","7398","294","7662","280","12781","332","10475","296","6630","254","4250","162","1926","154","516","129","94500","1071","4919","342","5704","411","5597","411","3492","249","2303","191","6781","434","8164","259","8469","234","15816","359","13195","341","9812","245","6261","145","2716","225","1271","191",
"0400000US09","Connecticut","158817","1472","76581","949","4608","277","4882","382","4625","376","3017","200","2203","233","5984","367","6991","238","7746","195","13297","235","10427","276","6926","188","3768","113","1692","146","415","146","82236","752","4277","254","4394","422","5148","367","3019","233","2585","233","5391","279","7236","223","8021","219","15107","170","11724","165","7842","179","4849","122","2235","182","408","161",
"0400000US10","Delaware","36723","727","17711","490","1215","102","912","173","1148","202","659","110","478","67","1318","147","1656","154","1835","110","3049","141","2159","107","1623","22","958","80","576","99","125","63","19012","370","1089","89","1207","194","1116","199","534","67","436","93","1345","99","1762","102","1937","83","3001","150","2499","75","1890","65","1366","73","668","112","162","90",
"0400000US11","District of Columbia","26718","625","11033","375","532","130","281","98","161","93","116","45","514","256","1150","234","1552","169","1753","121","2397","160","1216","63","644","69","444","7","245","32","28","30","15685","407","343","132","301","89","196","63","175","40","837","156","1578","195","2614","165","2637","145","3177","110","1396","95","1205","126","724","90","348","87","154","89",
"0400000US12","Florida","559168","3104","256729","1954","12254","537","15624","771","15164","746","9422","487","6839","397","19797","593","21264","621","20330","468","40814","792","36337","650","28318","496","19779","362","8755","412","2032","305","302439","1991","12790","608","15036","807","15726","839","9624","381","6918","436","18949","670","21332","536","24400","516","51182","764","45647","524","39137","453","26940","365","11474","469","3284","412",
"0400000US13","Georgia","402501","2387","193682","1421","12545","437","12309","574","13739","771","7350","297","5797","334","14656","466","15952","437","16867","461","33886","613","27442","469","18254","358","9694","325","4311","262","880","265","208819","1569","10992","455","12798","727","13291","705","7519","351","5537","281","13551","545","16714","410","18745","431","39429","492","29805","509","21413","415","12709","445","5002","342","1314","254",
"0400000US15","Hawaii","536842","4385","248737","2887","9659","648","10218","713","11623","777","7604","469","4455","368","14139","598","14821","568","14487","538","30682","692","36252","644","38970","654","30322","388","16638","471","8867","474","288105","2153","9264","581","9341","611","10947","547","7429","394","4518","316","12703","594","16064","565","16012","576","36271","691","42718","616","45096","563","36271","456","23163","702","18308","716",
"0400000US16","Idaho","23758","953","9624","611","560","169","575","177","456","152","431","119","188","107","713","255","1193","237","810","140","1504","207","1207","145","1100","223","566","148","266","134","55","39","14134","639","583","183","908","224","1023","229","671","168","602","219","1049","215","1007","218","1354","217","2185","226","1950","257","1210","130","958","143","522","108","112","72",
"0400000US17","Illinois","690822","2967","332111","1581","19364","445","20306","626","19062","684","11120","336","8915","354","25533","480","29249","624","32078","446","55172","563","42330","492","33067","351","23602","308","10104","406","2209","291","358711","1847","18402","652","19913","707","19349","766","11516","307","8492","412","24981","582","30999","434","33072","377","59631","607","47971","468","39472","308","27843","374","13050","412","4020","425",
"0400000US18","Indiana","144991","1837","71644","1020","4627","308","4818","392","4179","453","2625","222","3580","435","10642","441","6472","261","6577","315","11560","447","7670","320","4888","245","2921","227","908","140","177","99","73347","1129","4224","334","4859","542","4954","489","2815","251","3271","359","7393","408","6983","372","6957","314","12197","481","8633","343","5806","308","3658","289","1096","180","501","146",
"0400000US19","Iowa","75083","1149","37095","864","2412","224","2484","319","2500","315","1262","177","1606","272","5480","505","4112","269","3540","241","6031","344","3872","261","2182","160","1028","130","539","110","47","44","37988","763","2187","203","2942","375","2130","264","1469","180","1714","245","4140","317","3770","201","3424","250","6731","287","4277","294","2468","240","1722","177","822","181","192","74",
"0400000US20","Kansas","83531","1270","40530","723","2503","237","2708","292","2706","303","1401","157","1376","223","5092","331","4437","200","3697","163","6011","255","4864","223","3173","199","1682","114","757","138","123","76","43001","767","2351","253","2273","273","2820","296","1549","200","1318","167","4509","374","3978","273","3962","191","7086","231","5626","279","3811","199","2346","154","1087","174","285","105",
"0400000US21","Kentucky","62802","1141","29057","639","2034","239","2413","270","1995","209","1152","175","802","146","2524","240","2602","305","3093","297","5276","317","3614","267","1965","215","1110","155","380","85","97","68","33745","770","1875","201","2033","321","2827","304","1442","195","1037","149","2608","277","3120","315","3127","350","6038","307","4298","348","2419","157","2123","247","655","142","143","56",
"0400000US22","Louisiana","79872","1239","39045","740","2149","203","2604","284","2343","349","1251","140","1309","234","3884","295","3705","344","3332","221","6146","314","4766","273","4034","224","2635","221","664","119","223","92","40827","770","2338","203","2272","319","2506","300","1502","141","1038","208","2794","245","3299","200","3478","260","7252","368","5232","279","4542","217","3006","245","1147","177","421","144",
"0400000US23","Maine","14917","527","5883","350","206","105","344","135","339","112","375","79","324","97","415","110","625","173","515","101","950","141","720","115","564","95","370","123","135","86","1","2","9034","343","313","90","419","102","563","117","501","121","487","151","596","148","680","153","775","159","1467","162","1222","139","1010","117","716","127","200","97","85","53",
"0400000US24","Maryland","374277","2285","178202","1345","9826","342","12152","580","11132","515","6448","248","4889","246","11277","362","13539","312","14072","361","29108","400","25450","363","20199","231","12620","252","5948","306","1542","247","196075","1256","9239","406","10232","486","11092","427","6417","223","4450","199","11045","343","14672","344","16687","317","33747","301","29841","349","23494","276","15325","203","7457","313","2377","299",
"0400000US25","Massachusetts","442574","2114","210676","1458","12412","505","12875","691","11589","604","7700","264","7372","287","18627","382","21938","303","20624","330","35039","347","26756","314","18695","214","10393","189","5090","254","1566","256","231898","1139","12244","392","12228","711","12264","646","7316","273","9031","312","20812","396","23481","367","23546","305","39047","395","29997","302","20966","240","12466","180","6326","376","2174","339",
"0400000US26","Michigan","304403","1918","149260","1121","7879","281","9349","446","9800","509","5936","240","5419","308","15792","454","14097","318","13089","268","24155","401","19651","295","12454","306","7537","222","3457","200","645","149","155143","1195","7935","309","9349","488","9806","486","5928","279","5062","194","14002","410","13519","344","13268","272","26607","345","20550","323","14268","274","9692","258","4040","289","1117","172",
"0400000US27","Minnesota","262359","1685","127481","1061","10005","315","11251","598","9789","557","5947","248","4135","334","11652","410","14352","343","12936","238","19506","338","13481","246","7990","204","4216","180","1836","139","385","96","134878","1083","9598","390","10253","453","10570","581","6102","263","4186","212","11361","351","14277","326","14211","289","21692","347","14418","217","9471","245","5330","122","2382","214","1027","196",
"0400000US28","Mississippi","28313","831","13287","604","788","180","700","196","1016","236","415","135","415","172","1329","248","1513","265","1075","251","2129","278","1727","209","1133","204","675","212","367","137","5","10","15026","530","656","139","773","173","966","199","430","137","466","155","983","199","1254","239","1246","237","2567","226","2173","267","1621","221","1208","204","547","182","136","55",
"0400000US29","Missouri","116720","1479","55142","1047","3215","343","3632","375","3538","319","2184","238","1830","224","6337","396","5651","269","5226","377","8938","293","6563","257","4071","247","2525","175","1233","156","199","82","61578","944","2800","252","3418","309","3568","329","2039","268","1984","219","5583","329","5334","267","6149","334","10811","367","7894","305","5912","277","4083","257","1699","184","304","98",
"0400000US30","Montana","7947","472","2989","310","70","56","103","67","172","104","167","68","230","144","386","148","362","126","207","101","522","149","272","111","272","97","108","68","101","84","17","19","4958","309","49","35","164","71","375","92","187","70","229","113","432","158","591","193","466","148","783","173","719","174","458","122","341","126","78","48","86","63",
"0400000US31","Nebraska","44105","900","21296","535","1689","146","1760","196","1251","185","821","106","808","86","2334","141","2446","193","2174","136","3449","210","2221","164","1292","112","698","87","236","96","117","60","22809","564","1439","161","1590","214","1610","221","850","132","668","89","2617","240","2208","149","2221","167","3813","198","2381","141","1721","99","1200","102","280","83","211","92",
"0400000US32","Nevada","234693","2272","104832","1403","4378","364","5390","465","6273","449","3588","269","2401","172","6580","275","8362","368","8285","291","15797","415","15069","310","13294","247","9998","162","4627","203","790","170","129861","1315","3934","311","4815","331","5983","477","3883","213","2094","178","7193","228","9233","392","9872","361","20174","401","20366","367","19416","255","14746","216","6389","314","1763","307",
"0400000US33","New Hampshire","36124","772","16970","477","1070","170","928","169","1107","209","678","147","557","169","1670","189","1640","177","1661","127","3018","271","2291","192","1390","137","600","96","268","90","92","66","19154","501","923","155","1216","226","1285","202","764","158","609","133","1283","195","1714","202","1970","132","3485","273","2651","197","1881","146","814","151","436","108","123","77",
"0400000US34","New Jersey","832403","2588","405875","1516","24639","563","27144","843","26724","889","15219","325","9222","197","23875","349","29109","297","35013","328","72057","428","57956","343","43804","293","26413","304","12103","368","2597","326","426528","1495","22947","519","27296","1017","24796","769","14926","251","8957","225","23456","326","30155","364","37421","335","76886","330","61785","382","48621","303","30708","246","14482","407","4092","360",
"0400000US35","New Mexico","31513","1132","13827","707","710","149","545","169","1114","274","468","115","379","100","1101","254","1312","228","1230","231","2094","194","2121","239","1398","151","958","133","307","70","90","61","17686","702","561","160","761","168","1172","247","681","196","402","108","903","147","1405","158","1337","144","2915","269","2741","182","2299","241","1708","232","640","146","161","98",
"0400000US36","New York","1630341","4603","778619","2514","47820","888","41980","907","43910","1024","25815","339","20083","465","57279","633","69870","592","66716","535","115311","697","106107","600","95236","521","55618","349","26156","553","6718","519","851722","2668","43898","888","41050","943","39967","767","25531","387","20127","461","60648","714","78470","709","76789","610","135351","735","120201","658","103012","518","63021","442","31513","677","12144","621",
